id,created_at,updated_at,hotel_id,customer,content,score,customer_level,influence_count,travel_type,comment_time,comment_count,hotel_type
5063,2018-11-19 04:08:44.256747+00,2018-11-19 04:08:44.256747+00,436263,孙***佳,我是烟民 定房时候没说不让抽烟  携程也没说。酒店也没给我确认一下房型。登记的时候说是不叫抽烟 香水味太浓 不好 房间说有烟味陪一天的房费 太霸气不好  烟民 极力不推荐这家酒店 周边特烂 就是一农村 这就起订房时没好好地图的后果,2.5,level_master,5,商务出差,2018年05月入住,41,豪华房
5073,2018-11-19 04:08:52.734993+00,2018-11-19 04:08:52.734993+00,436263,_***9,酒店周围什么什么都没有。不要以为酒店会有免费巴士在机场等你，根本就没有。第一次体验到这样的机场穿梭巴士，下次不会再住了,2.3,level_daren,19,商务出差,2018年06月入住,25,豪华房
5087,2018-11-19 04:09:00.563591+00,2018-11-19 04:09:00.563591+00,436263,M***7,感觉是假五星级，周边环境很一般。不值得这个价格！,1.5,level_new,0,家庭亲子,2018年10月入住,1,豪华房
5100,2018-11-19 04:09:09.81429+00,2018-11-19 04:09:09.81429+00,436263,_***4,因为迪士尼定了这个酒店，旅游了一圈，这是我住过最差的酒店了，大堂吧服务态度差，周边还特别偏僻，当初看评论写的还挺好，入住后特别失望，厕所总是一股臭味，和我在苏州杭州住的酒店相比，这个酒店最差，还五星，也不知道怎么评的,1.8,level_new,5,其它,2017年12月入住,3,豪华房
5051,2018-11-19 04:08:43.130148+00,2018-11-19 04:08:43.130148+00,436263,M***7,本来我对皇庭酒店的入住感受还挺好的，结果预售金一个月退不下来，打电话问了也无果。这是什么情况！提醒大家，酒店前台问你要预售时，一定给现金，离店结清。反正前台是不会提醒你，刷卡预售迟迟不退这件事,1,level_new,1,家庭亲子,2018年08月入住,1,豪华房
5055,2018-11-19 04:08:43.3471+00,2018-11-19 04:08:43.3471+00,436263,m***苛,说实话这个酒店太垃圾 前台不热情没素质 要免费的水多两瓶还收钱 中午十二点必须退房 打电话催 别的地方都两点可以退,1,level_master,9,独自旅行,2018年07月入住,58,豪华房
5067,2018-11-19 04:08:52.407849+00,2018-11-19 04:08:52.407849+00,436263,阿***拍,"此行很恼火，亲身去二楼订的包厢莫名其妙的被服务员给了别人，搞得很重要的会谈晚餐只能在大厅。
更离谱的是：五星酒店的上菜一是慢二是有什么菜上什么菜，哪像五星酒店啊😂
这是我见过最槽糕的五星酒店😭",2.5,level_master,20,商务出差,2018年01月入住,34,豪华房
5149,2018-11-19 04:09:33.823639+00,2018-11-19 04:09:33.823639+00,436263,_***1,杀猪酒店，下次不可能再来，大家别被套。,2.3,level_new,1,朋友出游,2018年07月入住,2,豪华房
5085,2018-11-19 04:09:00.461715+00,2018-11-19 04:09:00.461715+00,436263,M***1,emm… 标明将近40平米的房型确定不是在逗我吗  房间太小了 卫生间也比较紧凑 同样40出头的凯宾斯基大多了好吗 。床品看上去都是脏脏的 接机不谈了前台直接说你这个航班要等两个小时才有下一班车  去迪士尼的车也说订满了 图方便离迪士尼近才订的这里… 那我还订这干嘛 早餐可以媲美三星老牌宾馆了。果然便宜没好货～,2,level_new,7,情侣出游,2018年02月入住,1,豪华房
5135,2018-11-19 04:09:25.855865+00,2018-11-19 04:09:25.855865+00,436263,昨***过,为了带孩子去迪士尼玩从市区的凯宾斯基换到这里，当天入住惊呆了，因为酒店我预先在携程看的是古建筑有花园，叫皇庭花园，可能是沟通不力老公订成了皇庭国际。之前看的时候就犹豫定迪士尼酒店还是花园，后来想反正都不远，皇庭花园的图挺美的就那里吧，然而！订成了皇庭国际，打车去了之后，进门问服务人员花园怎么看不到，被告知那是皇庭花园这是皇庭国际！😂瞬间没回过神，之后问酒店可不可以取消，我付一定金额，酒店说不可以，然后给携程打电话，携程说他们可以给取消，但是酒店不同意，只说不能取消订单但是可以给升级一个套间。时间也来不及，孩子还太小，无奈就入住了，反正是一天，几乎就是睡一觉，办理入住是中午十二点四十，放好东西就打车去了迪士尼，当天晚上十点半返回的。酒店周边像是农村，破旧，郊区，内部陈设和硬件软件都不像五星，唯一欣慰的是早餐似乎比凯宾斯基顺口一些。第二天起床就十点了，我们在收拾东西，孩子从另一个房间跑出来说有虫子，我过去一看，儿童房爬爬垫下一只半指长的死蟑螂，我想了想入住时刘磊的服务态度，而且孩子没在儿童房睡觉，觉得算了，反正中午就退房了，然后出门去了趟奥特莱斯，一无所获，款式陈旧。返回酒店是十二点，准备两点退房去机场，在我们给孩子冲奶粉的过程，孩子拿着宾馆的笔又跑去儿童房用笔碰蟑螂，这下我不太舒服了，平时从来不敢碰虫子即使是死的，给前台打电话说来把虫子处理了，上来一个先生，进门一看，非常厉害的把虫子放手上，说这不是蟑螂，是我们这叫放屁虫的一种虫，这种虫子很干净的，跟蟑螂不一样，我……之后这位先生还给虫子拍照说留个证据，然后把虫子握在手里走了。我很吃惊，整个入住过程就是这样，对了，临走看到儿童房的小床上有一些短头发，压在被子下，不是儿子跑进儿童房玩，很多细节我们是不会去看的。总之比酒店不建议，也不会再选择。服务人员倒是培训得不错。,2.3,level_daren,9,家庭亲子,2017年05月入住,9,豪华房
5167,2018-11-19 04:09:42.409102+00,2018-11-19 04:09:42.409102+00,436263,_***0,提前预定没有入住也不能退款，白白浪费钱，很坑,1,level_new,0,独自旅行,2018年05月入住,1,豪华房
5228,2018-11-19 04:10:15.242071+00,2018-11-19 04:10:15.242071+00,436263,d***0,定时特地注明大床房，在无任何通知的情况下，前台说已经通知过我定大床房需单交200每晚。周边像城乡结合部，脏乱差。,2.8,level_daren,16,朋友出游,2017年02月入住,24,豪华房
5156,2018-11-19 04:09:41.851391+00,2018-11-19 04:09:41.851391+00,436263,福***来,"不建议携程预订，不建议住这家店，到此为止
预定须谨慎",2.3,level_daren,2,商务出差,2018年06月入住,7,豪华房
5179,2018-11-19 04:09:49.796158+00,2018-11-19 04:09:49.796158+00,436263,_***1,太差了，还标榜豪华，房间老旧，餐也不好吃，大家别上当,1,level_new,0,商务出差,2018年03月入住,3,豪华房
5208,2018-11-19 04:10:07.005667+00,2018-11-19 04:10:07.005667+00,436263,2***3,愤怒的差评，简直无语，睡床与洗手间之间的一面透明的玻璃，透明的，没有窗帘，洗澡，上厕所一览无遗，这设计有点难以接受，对情侣来说也许是好事，一家大小或跟同事同住，那是多尴尬啊，一千的房费，还五星，无语。,2,level_new,2,商务出差,2017年07月入住,1,豪华房
5243,2018-11-19 04:10:42.208023+00,2018-11-19 04:10:42.208023+00,436263,_***0,酒店很偏，在很偏僻的小镇上，出租车都很少，周围环境脏乱差，离地铁站很远，交通很不方便。酒店服务很一般，服务员态度冷淡，怎么也不像五星酒店的水平。周围饭店餐饮差，没有间像样的餐馆，明明在携程上已经付过房费的，入住的时候还要交押金，房间里分明没有什么贵重的设备物品什么的，入住第一天竟然连房间卫生都不给收拾，总之是一次比较失败的住宿！,2.5,level_daren,11,家庭亲子,2017年06月入住,13,豪华房
5183,2018-11-19 04:09:50.044811+00,2018-11-19 04:09:50.044811+00,436263,拉***卡,酒店位置不好，环境和卫生一般，房间太小，早上让酒店加床，一直到我们晚上11点回来还没有加，效率太慢了，推荐大家住皇庭世纪，我订错了,2.3,level_daren,0,家庭亲子,2017年08月入住,10,豪华房
5254,2018-11-19 04:10:50.807968+00,2018-11-19 04:10:50.807968+00,436263,_***8,大床房居然是两张单人床拼起来的 厉害,2.5,level_new,0,情侣出游,2018年03月入住,2,豪华房
5285,2018-11-19 04:11:07.844757+00,2018-11-19 04:11:07.844757+00,428365,1***8,首先我从来不写评价，但我为了不让接下去的人特别带着小孩去的人受到和我一样的伤害，我在百忙之中，决定把入住的遭遇和大家分享一下。希望别的小孩不要在遭遇这样的不幸。13号晚上小孩吵着要去游泳，我带着他来到所谓五星级酒店应该标配的游泳池，首先到游泳池看到的是，没有任何的安全提醒，大门是敞开的，一大堆大妈大爷穿着自己的鞋子就站在游戏旁看自己的小孩学游泳（里面是酒店承包出去的，有些私教在上课），卫生很不到位，没有任何的私密性，和外面公开的低价游泳池一样，只想用脏乱臭开形容，看到这一幕本来就打算放弃不游了。可是因为他们安全措施不到位，防滑做得不够，没有防滑垫的位置都是水，又是瓷砖，我小孩就这样赤裸裸的摔倒在地板，半张脸直接磕到椅子上，脸肿得很大，乌青了一片，还划了一道，当场大哭起来。可是就在我无助的时候，在场的工作人员很冷血，连一个人过来问下下我需不需要帮助都没有。直到我在那边安慰小孩将近10分钟也没有一个人过来关心问一下。当场我真的怀疑自己是住在五星级酒店还是住在无证廉价公寓里。这就是我花了一千多块得到的服务，零服务，负服务。我真不懂携程怎么会允许这样的酒店滥竽充当进去。真是吐血，一路五星酒店住过来，得到的都是最优质的服务。游泳池都是住客单独使用的，毛巾，饮料，无微不至的工作人。而小南国花园酒店呢？提供了什么样的五星服务，简直就是公共浴场都不如的服务。而且工作人员一个个表情呆板，臭着一张脸。领班经理更是不负责任，遇事推给承包泳池的老板，连站出来处理事情的勇气都没有。这样的人还配当领班经理。我后面拐回去拍照的时候，听到承包老板笑嘻嘻在那边交待，明天要把安全提示拍放在大门，大门就开一条缝。事后诸葛亮，不知道还要害多少人在那边摔倒。再来说说他们是怎么处理事情的：刚开始酒店可能觉得不是多大的事，也许他们认为和他们没关系，他们承包出去。就叫承包的老板忽悠来房间说了几声对不起，想这样了事。我认为消费的是酒店，需要酒店给我一个说法。当日领班经理才不得不站出来处理事情。不得不佩服这个领班经理遇事不是第一时间出来处理。而是推卸责任，也就是不能扛事。第二次带着承包老板带了点小东西想来了事。我跟他们说这不是我的目的，我的目的就是你们既然是五星级酒店，你们就应该让住客得到五星级待遇。我也不希望你们为了盈利而不顾住客的安全，特别是小孩子的安全。我回绝了。接下来就没有任何消息了。我把我的经历一五一十的没有任何谎言的阐述出来。希望能帮助到大家。大家也可以去看评价，差评很多，我所遇到的事不止一个人遇到。早上去吃早餐的时候，也是很失望，地板粘粘的，也不像五星酒店该有的，地板亮的可以照人。餐厅当天经理也是一副高高在上，面无表情。晚上的遭遇已经心情糟糕，一早看到这样的面无表情真的是快疯了。如果一早能得到一个微笑或许昨晚的遭遇我都会忘记了。就是因为这样的一而再，让我下定决心写这些点评分享大家。我就纳闷了，这家酒店的经理是不是都是老板亲戚还是有很大的特权，都是一副他是上帝的样子。怎么这样的标准也能评到五星。我真的想不明白。配套设施真的一点都不达标，人员素质和服务也不达标。卫生马马虎虎。懒得写了，本来就最不爱写东西的人。祝大家好运。晚安,1,level_new,91,家庭亲子,2018年08月入住,3,至尊湖景房
5363,2018-11-19 04:11:34.145752+00,2018-11-19 04:11:34.145752+00,436263,1***6,酒店设施比较陈旧，能达到五星标准很让人怀疑。水龙头冷热开关分开的是上个世纪的设计？卫生间排风扇是坏的，打前台说有人维修，一直也没人上门。,2.3,level_daren,2,商务出差,2017年04月入住,6,豪华房
5324,2018-11-19 04:11:24.385286+00,2018-11-19 04:11:24.385286+00,436263,E***u,酒店靠近浦东机场，有免费机场巴士，到浦东机场很方便，但如果到上海市区办事，便有点远了。酒店设施和早餐都不错，还是值得推荐的酒店。,1,level_master,297,商务出差,2017年06月入住,77,豪华房
5499,2018-11-19 04:12:11.29547+00,2018-11-19 04:12:11.29547+00,428365,M***9,服务中心客服极差，就算酒店规定洗漱用品需要100元一套，虽然我也是第一次听说一个五星级酒店有这种事，也不必摆出一副客人要占你便宜的嘴脸，更何况我们二个女生都是长头发，就算要占你便宜也不过份吧，房价摆在这里。占个几块钱便宜不行么！不过第二天我们把省下的护发素还给酒店了，想来这对酒店很重要！既然送不起可以不要送。省得天天担心客人占你们几块钱便宜,1,level_new,9,商务出差,2018年08月入住,1,行政全湖景套房
5440,2018-11-19 04:11:53.601922+00,2018-11-19 04:11:53.601922+00,428365,M***2,"除了玻璃窗外有些风景。整个房间配备很一般,早餐中的西点早餐,提供了一些面包，比如 脏脏包硬邦邦的,寿司也是硬邦邦的。没办法下口。比较失望的一次入住.",1.5,level_new,3,家庭亲子,2018年09月入住,4,豪华湖景房
5469,2018-11-19 04:12:02.443894+00,2018-11-19 04:12:02.443894+00,428365,M***9,#前台服务#没有心思再去了，酒店环境差，服务也是差到没话说，员工整体素质有待提高，环境已经是硬性，没法改变，至少在服务上可以提升啊，解决问题拖拖拉拉，一个电话推过来推过去，将近一个半小时解决，服务效率真不是一般差,1,level_new,2,商务出差,2018年09月入住,3,豪华湖景房
5475,2018-11-19 04:12:08.348808+00,2018-11-19 04:12:08.348808+00,436263,_***9,房间隔音不好，电梯声音影响休息,1,level_daren,2,商务出差,2018年02月入住,10,行政房
5500,2018-11-19 04:12:11.341305+00,2018-11-19 04:12:11.341305+00,428365,贝***a,这家酒店差的令人震惊，用泳池是对外面开放的，水脏到可以看到悬浮物，里面都是各种孩子教练在带着学游泳，根本没位置游，游泳池洗漱间只有3个，男士这边都在排队，设施陈旧，里面到处充斥着孩子的叫声，简直让人崩溃。,1,level_daren,10,情侣出游,2018年08月入住,8,豪华湖景房
5502,2018-11-19 04:12:19.642922+00,2018-11-19 04:12:19.642922+00,428365,_***7,服务很差，几乎没有服务，喝水要钱，那么小瓶的洗发水用完第二瓶需要买，100块一套，酒店穷疯了？大厅门口服务员看见客人拿行李根本不管，你们瞎吗？要你们有什么用，太垃圾了酒店！,1,level_new,14,商务出差,2018年08月入住,4,豪华湖景房
5528,2018-11-19 04:12:29.474511+00,2018-11-19 04:12:29.474511+00,428365,m***o,"酒店房间还是大的，两大一小没问题，房间打扫算干净，就是卫生间有一点异味。六楼有一个儿童乐园，小朋友玩的很开心。唯一不好的是，退房后酒店查房，说用掉了一包薯片，然后再没有打电话联系我的情况下，就直接在预授权里扣除了。我打给前台说薯片在房间另一个抽屉，问他们为什么不打电话给我确认，前台尽然说没有我联系方式！！入住登记的时候明明写了，看都不看的嘛！！！
#服务不好#",2.5,level_master,9,家庭亲子,2018年07月入住,43,豪华湖景房
5569,2018-11-19 04:12:38.19388+00,2018-11-19 04:12:38.19388+00,428365,1***8,住了这个酒店很多次后体验感最差的一次！！！送餐服务居然1个半小时，如果不投诉，还不知道要继续等多久！其次，游泳池………游泳出来，身上是发粘的………水多久没有更换了…更衣室里味道奇臭！毛巾………别说是第三方运营管理的，你们都没有管理约束机制么！！！……不会再入驻了！！！差评！！！,2.3,level_master,7,家庭亲子,2018年07月入住,35,豪华湖景房
5517,2018-11-19 04:12:28.543678+00,2018-11-19 04:12:28.543678+00,428365,上***鱼,1.不止一次提供边角房 2.大床是两张小床拼起来的什么鬼 3.被子潮湿 而且不止一次 4.除非万不得已以后不会入住。5.服务就不吐槽了，跟什么如家汉庭差不多吧，还不如。6.决定把之前所有订单都差评 太失望了,2,level_master,19,其它,2018年07月入住,38,豪华湖景房
5529,2018-11-19 04:12:29.532195+00,2018-11-19 04:12:29.532195+00,428365,_***2,入住当天晚上要两瓶水说要收费，挺失望，我就要的外卖矿泉水，第二天早上我又要客服送水，问我续房不续房，不续房没有免费水，无语！真不是钱的事，觉得特别的没有人情味，都什么年代了还跟大国营似的。而且你要外卖他们不让进卡在停车场的岗亭那自己拿，这大热天的，什么服务都没有！,2.8,level_new,4,家庭亲子,2018年07月入住,1,豪华湖景房
269418,2018-11-20 02:12:01.800633+00,2018-11-20 02:12:01.800633+00,345001,1***2,"一
一一一一一",1,level_new,0,其它,2018年05月入住,1,日航高级房
5604,2018-11-19 04:12:46.263821+00,2018-11-19 04:12:46.263821+00,345055,1***8,见过房间里下雨吗？真是奇葩，早晨被天花板漏水的声音吵醒，能不能让人好好睡觉，另外酒店应急不及时，打扫房间总是在拖。应该有的五星级呢？损失的一晚上觉怎么赔偿。,1.3,level_daren,6,商务出差,2018年07月入住,27,行政房
5681,2018-11-19 04:13:01.388904+00,2018-11-19 04:13:01.388904+00,345055,1***2,地理位置不错，出门就是豫园 离外滩很近，就是晚上隔应效果实在太差了，外面说话都能听的很清。但重点是菜品太失水准，room service 送来的热饮都已经冷了，面也是咽不下去.worst service ever seen.习惯了给好评，但这家不会再来。,2,level_new,1,商务出差,2018年08月入住,4,豪华房
5684,2018-11-19 04:13:01.551624+00,2018-11-19 04:13:01.551624+00,345055,_***4,住了一晚没有体会到五星级酒店的感觉，住店停车也需要收费，退房找前台开发票，结果告知不给开，说不是到店订房支付的款，沟通半天不鸟人，没有体会到一点五星级酒店的服务！,2.3,level_new,2,代人预订,2018年06月入住,1,豪华房
5616,2018-11-19 04:12:47.252236+00,2018-11-19 04:12:47.252236+00,428365,_***8,因为来有事距离只有300米因为就近选择了这个酒店，因为感冒发烧特别不舒服就要一只多喝水，房间有4瓶小瓶的水，睡前就喝了，早上十点多打电话跟服务说拿几瓶水到房间，对方问我今天续住吗？我说不续住了，他说那如果还要水的话就需要收费了！！what？？？经常来上海玩逛街什么的，也都住悦榕庄，丽斯卡尔顿，半岛，W等等五星级酒店，从来没有说拿几瓶水要收费的！老公是广东人喜欢到哪都自带茶具泡茶喝，都是让服务员拿十多瓶，有的直接搬一箱用多少拿多少，当然我们都是会给服务小费的，第一次住这种没听过什么品牌的酒店为了两小瓶水还要收费的，真让人恶心！就你家小里小气的做事风格也能评得上五星级！呵呵～,2.5,level_new,7,其它,2018年07月入住,1,豪华湖景房
5652,2018-11-19 04:12:55.697951+00,2018-11-19 04:12:55.697951+00,428365,1***2,带宝宝去的，第一天婴儿床把宝宝腿卡住了，半小时才拿出来，第二天得手足口病了。卫生条件差，餐厅最差碗碟子都是脏的,2.5,level_new,1,家庭亲子,2018年08月入住,3,豪华湖景房
5683,2018-11-19 04:13:01.494599+00,2018-11-19 04:13:01.494599+00,345055,M***7,当初就是因为离地铁近交通方便定的这里，入住以后才发现确实只有这一个优点。正如很多评论一样，对中国人和外国人区别对待，我带着一老一小，推着婴儿车，还有行李箱，一楼的服务员只是帮忙按了电梯，放好东西下楼时，几个外国人，都是年轻的男人，行李都是服务员帮忙拿了。给前台打电话问灯的问题，说给回电话，然后就没有回音了，服务真是太差了，房间非常小，还有异味。以后不会再住了,1,level_new,2,家庭亲子,2018年08月入住,2,豪华房
5676,2018-11-19 04:12:58.061058+00,2018-11-19 04:12:58.061058+00,436263,M***6,由于离迪士尼近。开始定了一月16号-17号一晚（网上付款）只收了500押金。17号早晨续住了17-18号 由于是担保预定 房费需另收 。下午一点左右由于房卡实效但是没带钱包 跟前台先签了续住单，讲明之后去补款 但是有必要18日凌晨0:57来打电话催补交房费吗？虽然是我们没有及时办，但是请问有哪家五星酒店前台会半夜三更打扰客人休息？,2.5,level_daren,1,情侣出游,2017年01月入住,8,豪华房
5693,2018-11-19 04:13:03.02653+00,2018-11-19 04:13:03.02653+00,345055,1***7,万丽酒店房间很小 设施一般 性价比太低 旁边豫园 游览方便 但是酒店太差了 同期定了日航 个人觉得万丽好多了,2.8,level_new,0,家庭亲子,2018年10月入住,2,豪华房
5830,2018-11-19 04:13:32.430652+00,2018-11-19 04:13:32.430652+00,428365,M***2,号称五星的酒店实在名不符实！房间小！没什么服务可言！没有赠送水果、饮料，连矿泉水多要一瓶都要收费！游泳池小的啊！这哪里是五星？太差了，跟这个价格实在不匹配！早餐品种少的可怜。唯一还算凑活的是洗发水是欧舒丹，当然用完了再要是收费的！,2.3,level_new,3,商务出差,2018年06月入住,1,豪华湖景房
5946,2018-11-19 04:13:55.927775+00,2018-11-19 04:13:55.927775+00,436263,1***3,最差的一次出行体验,1,level_new,0,家庭亲子,2018年02月入住,1,豪华房
5783,2018-11-19 04:13:22.167815+00,2018-11-19 04:13:22.167815+00,436263,m***e,就是去机场方便 别的都不行,2,level_master,5,独自旅行,2018年01月入住,51,豪华房
6264,2018-11-19 04:15:09.817472+00,2018-11-19 04:15:09.817472+00,345055,E***1,很一般，进门就是床，设计很不合理。房间里找东西，门锁还是坏的,2.5,level_new,0,商务出差,2018年07月入住,3,行政房
5829,2018-11-19 04:13:32.378066+00,2018-11-19 04:13:32.378066+00,428365,2***1,差到一塌糊涂，整条走廊都是烟味，半夜睡觉会被隔壁房间飘过来的烟味呛醒，整个房间都弥漫着烟。置之不理。前台服务态度真是非常牛逼的差。给客人一脸的不屑。还有门口带对讲机的保安，也很牛逼。对客人说话像是对仇家说话一样。他站在门口我车到了总归和他说麻烦哪个行李推车。他一脸的不爽还惠顶我。我也是无语了。其实小南国我住好几次了，真的是越住越烂。以后不来了。,1,level_daren,6,其它,2018年06月入住,10,豪华湖景房
5857,2018-11-19 04:13:38.916431+00,2018-11-19 04:13:38.916431+00,436263,1***9,酒店硬件比较陈旧了。一进门地上都是烟灰，还有一股霉味，空调不给力，没什么热风来人修了一次也没有修好。,2.5,level_daren,0,家庭亲子,2017年02月入住,6,行政套房
5869,2018-11-19 04:13:40.821754+00,2018-11-19 04:13:40.821754+00,428365,1***6,4点到了酒店，房间卫生还没搞好，4个人3间房办理入住时直接给的大床房，到了房间才发现是大床房，而且还不给换。我承认我订房时没强调标间，但是携程和酒店也不能默认我定的是大床房呀,1.5,level_new,3,商务出差,2018年06月入住,1,豪华湖景房
5910,2018-11-19 04:13:49.827386+00,2018-11-19 04:13:49.827386+00,428365,_***3,超级不好的这次订房，买个水都要跑很远，酒店15元一小瓶水，不会再在这边订房了,1,level_daren,1,商务出差,2018年10月入住,7,豪华湖景房
5917,2018-11-19 04:13:50.170613+00,2018-11-19 04:13:50.170613+00,428365,1***0,酒店服务差差差评，前台服务态度特别不好，不友善，预授权也将近一个月了都还没退还，居然说没扣预授权，住过服务最差的星级酒店,1,level_new,1,情侣出游,2018年07月入住,4,豪华湖景房
5955,2018-11-19 04:13:59.160785+00,2018-11-19 04:13:59.160785+00,428365,1***2,大家小心点这个酒店，把本应预售权押金最后当成现金交易扣除客户现金。态度极差，骗子酒店！！！！！！千万不要上当！！！！,1,level_new,1,商务出差,2018年07月入住,4,豪华湖景房
5943,2018-11-19 04:13:55.761276+00,2018-11-19 04:13:55.761276+00,436263,M***0,服务一般、从一入门即感觉失落感、真的想退定了。哈哈！,2.8,level_new,0,家庭亲子,2017年08月入住,3,豪华房
5920,2018-11-19 04:13:50.539972+00,2018-11-19 04:13:50.539972+00,428365,_***4,结婚住的那种酒店，大厅里面就有婚纱专柜。 酒店冷清得很，地毯很脏，前台服务差，不会再住了。,1.5,level_new,0,商务出差,2018年09月入住,2,豪华湖景房
5938,2018-11-19 04:13:55.503433+00,2018-11-19 04:13:55.503433+00,436263,心***杰,太远太篇了,1,level_daren,2,商务出差,2018年09月入住,17,豪华房
5967,2018-11-19 04:14:00.564047+00,2018-11-19 04:14:00.564047+00,345055,_***6,酒店比较老，设施比较陈旧，不过位置还不错，离地铁口比较近，,2.8,level_new,0,家庭亲子,2018年07月入住,2,豪华房
6081,2018-11-19 04:14:27.132243+00,2018-11-19 04:14:27.132243+00,345055,a***l,"酒店完全不像五星级万丽该有的样子。
房间较小。
自助餐哪怕情人节当晚菜品也很少，刺身档给东西很少很慢，很小气。
中餐厅性价比可以，味道中规中矩。
唯一优势是离豫园近。",2.5,level_new,1,家庭亲子,2018年02月入住,3,行政房
6038,2018-11-19 04:14:17.009513+00,2018-11-19 04:14:17.009513+00,428365,s***w,酒店地理位置偏僻，房间玻璃门设计风格对小孩不安全，服务态度一般,2,level_daren,1,商务出差,2018年09月入住,8,豪华湖景房
6094,2018-11-19 04:14:29.936009+00,2018-11-19 04:14:29.936009+00,436263,柿***妈,酒店服务很差，不会再入住了,1,level_new,1,其它,2017年11月入住,2,豪华房
6105,2018-11-19 04:14:34.841784+00,2018-11-19 04:14:34.841784+00,428365,3***4,上海的酒店没法纠结服务这个事情，餐厅也只是能吃饱而已，要求高的不合适,2.8,level_daren,17,情侣出游,2018年08月入住,5,豪华湖景房
